brand,model,product_base,region,android_version,fingerprint,http_status,has_update,update_title,update_url,update_size,update_size_value,update_description,update_urgency,update_target_sdk_level,update_experiment_id,settings_count,unexpected_update_fields,error,probed_at
Infinix,Infinix NOTE 40 5G,X6852,IN,16,Infinix/X6852-IN/Infinix-X6852:16/BP2A.250605.031.A3/301300004:user/release-keys,200,True,Tcard_X6852-15.0.3.123SP01-IN001PF001AZ,https://android.googleapis.com/packages/ota-api/package/b813db968a84bebddae1ca8bf71d967f73429a34.zip,6783.6 MB,7113083602,"<small><font color=""#949494"">Please plug in charger to OTA upgrade when power is lower than 50%.</font></small><br>
<br>
Update Version:<br>
<small><font color=""#949494"">X6852-15.0.3.123SP01(IN001PF001AZ)</font></small><br>
<br>
Android Version:<br>
<small><font color=""#949494"">1. Upgraded from Android 14 to Android 15 for enhanced security, more features, and a better user experience.</font></small><br>
<br>
OS Version:<br>
<small><font color=""#949494"">1. Upgraded from XOS14.0.0 to XOS15.0.3 fo",3,35,KEEP,563,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_min_cache_space,update_download_min_data_space,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_install_failure_message,update_install_success_message,update_installation_auto_reboot_device_encryption_types,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_mobile_network_delay,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_ota_property_files,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_streaming_property_files,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy,update_zero_rate_apn_capability",,2026-09-23T07:07:38.940295+00:00
Infinix,Infinix NOTE 40 5G,X6852,EU,16,Infinix/X6852-EU/Infinix-X6852:16/BP2A.250605.031.A3/301300004:user/release-keys,200,True,Tcard_X6852-15.0.3.127-EU001PF001AZ,https://android.googleapis.com/packages/ota-api/package/a8611fcf8fc24e2fab598ef21896d3847dcc4c01.zip,7191.1 MB,7540441101,"<small><font color=""#949494"">Please plug in charger to OTA upgrade when power is lower than 50%.</font></small><br>
<br>
Update Version:<br>
<small><font color=""#949494"">X6852-15.0.3.127(EU001PF001AZ)</font></small><br>
<br>
Android Version:<br>
<small><font color=""#949494"">1. Upgraded from Android 14 to Android 15 for enhanced security, more features, and a better user experience.</font></small><br>
<br>
OS Version:<br>
<small><font color=""#949494"">1. Upgraded from XOS14.0.0 to XOS15.0.3 for a ",3,35,KEEP,560,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_min_cache_space,update_download_min_data_space,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_install_failure_message,update_install_success_message,update_installation_auto_reboot_device_encryption_types,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_mobile_network_delay,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_ota_property_files,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_streaming_property_files,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy,update_zero_rate_apn_capability",,2026-09-23T07:07:42.596650+00:00
Infinix,Infinix NOTE 40 4G,X6853,OP,16,Infinix/X6853-OP/Infinix-X6853:16/BP2A.250605.031.A3/301450013:user/release-keys,200,False,,,,,,,,KEEP,542,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy",,2026-09-23T07:07:46.665551+00:00
Infinix,Infinix NOTE 50 Pro 4G,X6855,OP,16,Infinix/X6855-OP/Infinix-X6855:16/BP2A.250605.031.A3/201500014:user/release-keys,200,False,,,,,,,,KEEP,545,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy",,2026-09-23T07:07:50.234845+00:00
Infinix,Infinix NOTE 50 Pro+ 5G,X6856,OP,16,Infinix/X6856-OP/Infinix-X6856:16/BP2A.250605.031.A3/301500015:user/release-keys,200,True,Tcard_X6856-16.2.0.150SP08-OP002PF001AZ_a15,https://android.googleapis.com/packages/ota-api/package/73865d3fccdf198a5b73f62a5f25f1f7d729dc08.zip,9199.7 MB,9646632573,"<small><font color=""#949494"">It is recommended to perform OTA upgrade when the battery is over 50%. </font></small><br>
<br>
Update Version:<br>
<small><font color=""#949494"">X6856-16.2.0.150SP08(OP002PF001AZ)</font></small><br>
<br>
Update Content:<br>
Android Version<br>
<small><font color=""#949494"">Upgraded from Android 15 to Android 16 for enhanced security, more features, and a better user experience.</font></small><br>
<br>
OS Version<br>
<small><font color=""#949494"">Upgraded from XOS 15 to",3,36,KEEP,556,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_min_cache_space,update_download_min_data_space,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_auto_reboot_device_encryption_types,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_mobile_network_delay,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_ota_property_files,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_streaming_property_files,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy,update_zero_rate_apn_capability",,2026-09-23T07:07:54.140491+00:00
Infinix,Infinix NOTE 50 Pro+ 5G,X6856,EU,16,Infinix/X6856-EU/Infinix-X6856:16/BP2A.250605.031.A3/123030:user/release-keys,200,False,,,,,,,,,548,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy",,2026-09-23T07:07:59.387439+00:00
Infinix,Infinix NOTE 50 Pro+ 5G,X6856,TR,16,Infinix/X6856-TR/Infinix-X6856:16/BP2A.250605.031.A3/201500012:user/release-keys,200,True,X6856-16.2.0.150SP08-TR002PF001AZ-16.3.0.150SP04-TR005PF001AZ_20260826223209,https://android.googleapis.com/packages/ota-api/package/a6ac77cc098f2cc9d3175ffc489d0d1a7ab858cc.zip,1405.4 MB,1473695475,"<small><font color=""#949494"">It is recommended to perform OTA upgrade when the battery is over 50%.</font></small><br>
<br>
Update Version:<br>
<small><font color=""#949494"">X6856-16.3.0.150SP04(TR005PF001AZ)</font></small><br>
<br>
Changed Functions:<br>
<small><font color=""#949494"">1. Updated Google Security Patch to August 1, 2026.</font></small><br>
<small><font color=""#949494"">2. XArena: Added a new controller mode supporting connection, configuration, and firmware updates for the GT NX Cont",3,36,44318749,560,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_min_cache_space,update_download_min_data_space,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_auto_reboot_device_encryption_types,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_mobile_network_delay,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_ota_property_files,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_streaming_property_files,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy,update_zero_rate_apn_capability",,2026-09-23T07:08:03.580715+00:00
Infinix,Infinix NOTE 50 Pro+ 5G,X6856,RU,16,Infinix/X6856-RU/Infinix-X6856:16/BP2A.250605.031.A3/201500012:user/release-keys,200,True,X6856-16.2.0.150SP08-RU002PF001AZ-16.3.0.150SP04-RU005PF001AZ_20260826222735,https://android.googleapis.com/packages/ota-api/package/6ac3933877613309108efb690429b76665f57cd9.zip,1399.4 MB,1467370968,"<small><font color=""#949494"">Рекомендуется выполнять обновление OTA, когда заряд аккумулятора превышает 50%.</font></small><br>
<br>
Версия обновления:<br>
<small><font color=""#949494"">X6856-16.3.0.150SP04(RU005PF001AZ)</font></small><br>
<br>
Изменён функционал:<br>
<small><font color=""#949494"">1. Обновлен патч безопасности Google от 1 августа 2026 года.</font></small><br>
<small><font color=""#949494"">2. XArena: добавлен новый режим контроллера, который поддерживает подключение, настройку и обн",3,36,44310281,560,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_min_cache_space,update_download_min_data_space,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_auto_reboot_device_encryption_types,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_mobile_network_delay,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_ota_property_files,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_streaming_property_files,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy,update_zero_rate_apn_capability",,2026-09-23T07:08:08.139044+00:00
Infinix,Infinix NOTE 50X 5G,X6857,OP,16,Infinix/X6857-OP/Infinix-X6857:16/BP2A.250605.031.A3/301500013:user/release-keys,200,True,Tcard_X6857-16.2.0.140SP10-OP010PF001AZ_a15,https://android.googleapis.com/packages/ota-api/package/9ccfbe36e7adfb51114d845a0a9dbc7a51356569.zip,9106.5 MB,9548893825,"<small><font color=""#949494"">It is recommended to perform OTA upgrade when the battery is over 50%.</font></small><br>
<br>
Update Version:<br>
<small><font color=""#949494"">X6857-16.2.0.140SP10(OP010PF001AZ)</font></small><br>
<br>
Android Version:<br>
<small><font color=""#949494"">1. Upgraded from Android 15 to Android 16 for enhanced security, more features, and a better user experience.</font></small><br>
<br>
OS Version:<br>
<small><font color=""#949494"">1. Upgraded from XOS 15.1.2 to XOS 16.2",3,36,KEEP,557,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_min_cache_space,update_download_min_data_space,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_auto_reboot_device_encryption_types,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_mobile_network_delay,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_ota_property_files,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_streaming_property_files,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy,update_zero_rate_apn_capability",,2026-09-23T07:08:12.510135+00:00
Infinix,Infinix NOTE 50X 5G,X6857,IN,16,Infinix/X6857-IN/Infinix-X6857:16/BP2A.250605.031.A3/301500013:user/release-keys,200,False,,,,,,,,,546,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy",,2026-09-23T07:08:16.540371+00:00
Infinix,Infinix NOTE 50 4G,X6858,OP,16,Infinix/X6858-OP/Infinix-X6858:16/BP2A.250605.031.A3/201500014:user/release-keys,200,False,,,,,,,,KEEP,542,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy",,2026-09-23T07:08:19.569313+00:00
Infinix,Infinix ZERO 40 4G,X6860,OP,15,Infinix/X6860-OP/Infinix-X6860:15/AP3A.240905.015.A2/180002:user/release-keys,200,True,Tcard_X6860-15.1.2.109SP02-OP001PF001AZ,https://android.googleapis.com/packages/ota-api/package/819726f83ea457ab253e14539a38cd7c4bb783ef.zip,8144.0 MB,8539619438,"<small><font color=""#949494"">It is recommended to perform OTA upgrade when the battery is over 50%.</font></small><br>
<br>
Update Version:<br>
<small><font color=""#949494"">X6860-15.1.2.109SP02(OP001PF001AZ)</font></small><br>
<br>
Android Version:<br>
<small><font color=""#949494"">1. Upgraded from Android 14 to Android 15 for enhanced security, more features, and a better user experience.</font></small><br>
<br>
OS Version:<br>
<small><font color=""#949494"">1. Upgraded from XOS14.5.0 to XOS15.1.2",3,35,KEEP,556,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_min_cache_space,update_download_min_data_space,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_auto_reboot_device_encryption_types,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_mobile_network_delay,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_ota_property_files,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_streaming_property_files,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy,update_zero_rate_apn_capability",,2026-09-23T07:08:22.457189+00:00
