filename,device_name,model_code,build,market,chipset,brand,file_size,date_token,source_url,capture
Tecno_Camon_40_4G_CM5_MT6789_15.0.2.115SP10_OP001PF001AZ_010525_MXML.zip,Tecno Camon 40 4G CM5,CM5,15.0.2.115SP10,OP001PF001AZ,MT6789,TECNO,1.45 GB,010525,https://naijarom.com/tecno-camon-40-4g-cm5,pc-fw
Tecno_Camon_40_4G_CM5_MT6789_15.0.2.115SP01_OP001PF001AZ_270325_MXML.zip,Tecno Camon 40 4G CM5,CM5,15.0.2.115SP01,OP001PF001AZ,MT6789,TECNO,9.25 GB,270325,https://naijarom.com/tecno-camon-40-4g-cm5,pc-fw
Tecno_Camon_40_4G_CM5_MT6789_15.0.3.128_OP001PF001AZ_Open_Market_050625_MXML.zip,Tecno Camon 40 4G CM5,CM5,15.0.3.128,SOURCE_UNSPECIFIED,MT6789,TECNO,9.36 GB,,https://naijarom.com/tecno-camon-40-4g-cm5,pc-fw
Tecno_Camon_40_4G_CM5_MT6789_15.1.0.155SP03_OP001PF001AZ_040925_MXML.zip,Tecno Camon 40 4G CM5,CM5,15.1.0.155SP03,OP001PF001AZ,MT6789,TECNO,9.43 GB,040925,https://naijarom.com/tecno-camon-40-4g-cm5,pc-fw
Tecno_Camon_40_4G_CM5_MT6789_15.1.0.155SP03_RU001PF001AZ_040925_MXML.zip,Tecno Camon 40 4G CM5,CM5,15.1.0.155SP03,RU001PF001AZ,MT6789,TECNO,8.65 GB,040925,https://naijarom.com/tecno-camon-40-4g-cm5,pc-fw
Tecno_Camon_40_4G_CM5_MT6789_15.1.2.128_RU001PF001AZ_111025_MXML.zip,Tecno Camon 40 4G CM5,CM5,15.1.2.128,RU001PF001AZ,MT6789,TECNO,8.78 GB,111025,https://naijarom.com/tecno-camon-40-4g-cm5,pc-fw
Tecno_Camon_40_4G_CM5_MT6789_16.2.0.135SP22_OPPJ005PF001PJ_MXML.zip,Tecno Camon 40 4G CM5,CM5,16.2.0.135SP22,SOURCE_UNSPECIFIED,MT6789,TECNO,9.66 GB,,https://naijarom.com/tecno-camon-40-4g-cm5,pc-fw
Tecno_Camon_40_4G_CM5_MT6789_15.1.2.145SP10_OP001PF001AZ_260116_MXML.zip,Tecno Camon 40 4G CM5,CM5,15.1.2.145SP10,OP001PF001AZ,MT6789,TECNO,9.66 GB,260116,https://naijarom.com/tecno-camon-40-4g-cm5,pc-fw
Tecno_Camon_40_4G_CM5_MT6789_15.1.2.145SP10_RU001PF001AZ_260116_MXML.zip,Tecno Camon 40 4G CM5,CM5,15.1.2.145SP10,RU001PF001AZ,MT6789,TECNO,8.81 GB,260116,https://naijarom.com/tecno-camon-40-4g-cm5,pc-fw
Tecno_Camon_40_4G_CM5_MT6789_15.0.1.109SP05_OP001PF001AZ_250120_MXML.zip,Tecno Camon 40 4G CM5,CM5,15.0.1.109SP05,OP001PF001AZ,MT6789,TECNO,9.2 GB,250120,https://naijarom.com/tecno-camon-40-4g-cm5,pc-fw
Tecno_Camon_40_4G_CM5_MT6789_15.1.2.128SP01_TR001PF001AZ_251105_MXML.zip,Tecno Camon 40 4G CM5,CM5,15.1.2.128SP01,TR001PF001AZ,MT6789,TECNO,8.93 GB,251105,https://naijarom.com/tecno-camon-40-4g-cm5,pc-fw
Tecno_Camon_40_4G_CM5_MT6789_16.2.0.150SP11_OP005PF001AZ_MXML.zip,Tecno Camon 40 4G CM5,CM5,16.2.0.150SP11,SOURCE_UNSPECIFIED,MT6789,TECNO,10.25 GB,,https://naijarom.com/tecno-camon-40-4g-cm5,pc-fw
Tecno_Camon_40_Premier_5G_CM8_MT6897_15.0.3.116SP02_OP001PF001AZ_180425_MXML.zip,Tecno Camon 40 Premier 5G CM8,CM8,15.0.3.116SP02,OP001PF001AZ,MT6897,TECNO,9.47 GB,180425,https://naijarom.com/tecno-camon-40-premier-5g-cm8,pc-fw
Tecno_Camon_40_Premier_5G_CM8_MT6897_15.0.3.123SP05_OP001PF001AZ_140525_MXML.zip,Tecno Camon 40 Premier 5G CM8,CM8,15.0.3.123SP05,OP001PF001AZ,MT6897,TECNO,9.48 GB,140525,https://naijarom.com/tecno-camon-40-premier-5g-cm8,pc-fw
Tecno_Camon_40_Premier_CM8_MT6897_15.1.2.129SP02_RU001PF001AZ_251027_MXML.zip,Tecno Camon 40 Premier 5G CM8,CM8,15.1.2.129SP02,RU001PF001AZ,MT6897,TECNO,8.93 GB,251027,https://naijarom.com/tecno-camon-40-premier-5g-cm8,pc-fw
Tecno_Camon_40_Premier_5G_CM8_MT6897_15.1.0.139SP01_OP001PF001AZ_220725_MXML.zip,Tecno Camon 40 Premier 5G CM8,CM8,15.1.0.139SP01,OP001PF001AZ,MT6897,TECNO,9.44 GB,220725,https://naijarom.com/tecno-camon-40-premier-5g-cm8,pc-fw
Tecno_Camon_40_Premier_5G_CM8_MT6897_16.2.0.145SP01_OP002PF001AZ_260520_MXML.zip,Tecno Camon 40 Premier 5G CM8,CM8,16.2.0.145SP01,OP002PF001AZ,MT6897,TECNO,11.18 GB,260520,https://naijarom.com/tecno-camon-40-premier-5g-cm8,pc-fw
Tecno_Camon_40_Premier_5G_CM8_MT6897_16.2.0.145SP05_RU004PF001AZ_260520_MXML.zip,Tecno Camon 40 Premier 5G CM8,CM8,16.2.0.145SP05,RU004PF001AZ,MT6897,TECNO,10.39 GB,260520,https://naijarom.com/tecno-camon-40-premier-5g-cm8,pc-fw
Tecno_Camon_40_Premier_5G_CM8_MT6897_16.2.0.145SP05_TR004PF001AZ_MXML.zip,Tecno Camon 40 Premier 5G CM8,CM8,16.2.0.145SP05,SOURCE_UNSPECIFIED,MT6897,TECNO,10.57 GB,,https://naijarom.com/tecno-camon-40-premier-5g-cm8,pc-fw
Tecno_Camon_40_Premier_5G_CM8_16.2.0.150SP14_OP005PF001AZ_MXML.zip,Tecno Camon 40 Premier 5G CM8,CM8,16.2.0.150SP14,SOURCE_UNSPECIFIED,,TECNO,11.10 GB,,https://naijarom.com/tecno-camon-40-premier-5g-cm8,pc-fw
Tecno_Camon_40_Premier_5G_CM8_MT6897_15.1.0.155SP03_RU001PF001AZ_250904_MXML.zip,Tecno Camon 40 Premier 5G CM8,CM8,15.1.0.155SP03,RU001PF001AZ,MT6897,TECNO,8.79 GB,250904,https://naijarom.com/tecno-camon-40-premier-5g-cm8,pc-fw
Tecno_Camon_40_Premier_5G_CM8_MT6897_15.1.0.155SP03_TR001PF001AZ_040925_MXML.zip,Tecno Camon 40 Premier 5G CM8,CM8,15.1.0.155SP03,TR001PF001AZ,MT6897,TECNO,8.94 GB,040925,https://naijarom.com/tecno-camon-40-premier-5g-cm8,pc-fw
Tecno_Camon_40_Premier_5G_CM8_MT6897_15.1.0.155SP03_OP001PF001AZ_040925_MXML.zip,Tecno Camon 40 Premier 5G CM8,CM8,15.1.0.155SP03,OP001PF001AZ,MT6897,TECNO,9.61 GB,040925,https://naijarom.com/tecno-camon-40-premier-5g-cm8,pc-fw
Tecno_Camon_40_Premier_5G_CM8_MT6897_15.1.2.155SP05_OP001PF001AZ_260122_MXML.zip,Tecno Camon 40 Premier 5G CM8,CM8,15.1.2.155SP05,OP001PF001AZ,MT6897,TECNO,9.92 GB,260122,https://naijarom.com/tecno-camon-40-premier-5g-cm8,pc-fw
Tecno_Camon_40_Premier_5G_CM8_15.1.2.155SP05_COCL001PF001AZ_260626_MXML.zip,Tecno Camon 40 Premier 5G CM8,CM8,15.1.2.155SP05,COCL001PF001AZ,,TECNO,8.98 GB,260626,https://naijarom.com/tecno-camon-40-premier-5g-cm8,pc-fw
Tecno_Camon_40_Premier_5G_CM8_MT6897_15.1.2.165SP12_RU001PF001AZ_260414_MXML.zip,Tecno Camon 40 Premier 5G CM8,CM8,15.1.2.165SP12,RU001PF001AZ,MT6897,TECNO,8.94 GB,260414,https://naijarom.com/tecno-camon-40-premier-5g-cm8,pc-fw
Tecno_Camon_40_Premier_5G_CM8_MT6897_15.1.2.165SP12_TR001PF001AZ_260414_MXML.zip,Tecno Camon 40 Premier 5G CM8,CM8,15.1.2.165SP12,TR001PF001AZ,MT6897,TECNO,9.09 GB,260414,https://naijarom.com/tecno-camon-40-premier-5g-cm8,pc-fw
Tecno_Camon_40_Premier_5G_CM8_15.1.2.165SP12_OP001PF001AZ_260414_MXML.zip,Tecno Camon 40 Premier 5G CM8,CM8,15.1.2.165SP12,OP001PF001AZ,,TECNO,9.90 GB,260414,https://naijarom.com/tecno-camon-40-premier-5g-cm8,pc-fw
Tecno_Camon_40_Premier_5G_CM8_MT6897_15.0.3.129SP16_COCL001PF001AZ_250703_MXML.zip,Tecno Camon 40 Premier 5G CM8,CM8,15.0.3.129SP16,COCL001PF001AZ,MT6897,TECNO,9.12 GB,250703,https://naijarom.com/tecno-camon-40-premier-5g-cm8,pc-fw
Tecno_Camon_40_Premier_5G_CM8_MT6897_15.1.0.139SP03_OP001PF001AZ_250801_MXML.zip,Tecno Camon 40 Premier 5G CM8,CM8,15.1.0.139SP03,OP001PF001AZ,MT6897,TECNO,9.44 GB,250801,https://naijarom.com/tecno-camon-40-premier-5g-cm8,pc-fw
Tecno_Camon_40_Premier_5G_CM8_MT6897_15.1.2.129SP05_COCL001PF001AZ_251113_MXML.zip,Tecno Camon 40 Premier 5G CM8,CM8,15.1.2.129SP05,COCL001PF001AZ,MT6897,TECNO,9.07 GB,251113,https://naijarom.com/tecno-camon-40-premier-5g-cm8,pc-fw
Tecno_Camon_40_Premier_5G_CM8_MT6897_15.1.2.155SP05_RU001PF001AZ_260122_MXML.zip,Tecno Camon 40 Premier 5G CM8,CM8,15.1.2.155SP05,RU001PF001AZ,MT6897,TECNO,8.95 GB,260122,https://naijarom.com/tecno-camon-40-premier-5g-cm8,pc-fw
Tecno_Camon_40_Premier_5G_CM8_MT6897_15.1.2.155SP05_TR001PF001AZ_260122_MXML.zip,Tecno Camon 40 Premier 5G CM8,CM8,15.1.2.155SP05,TR001PF001AZ,MT6897,TECNO,9.11 GB,260122,https://naijarom.com/tecno-camon-40-premier-5g-cm8,pc-fw
Tecno_Camon_40_Pro_CM6_MT6789_15.0.1.112SP05_OP001PF001AZ_250211_MXML.zip,Tecno Camon 40 Pro CM6,CM6,15.0.1.112SP05,OP001PF001AZ,MT6789,TECNO,9.10 GB,250211,https://naijarom.com/tecno-camon-40-pro-cm6,pc-fw
Tecno_Camon_40_Pro_CM6_MT6789_15.0.1.113SP03_RU001PF001AZ_160325_MXML.zip,Tecno Camon 40 Pro CM6,CM6,15.0.1.113SP03,RU001PF001AZ,MT6789,TECNO,8.32 GB,160325,https://naijarom.com/tecno-camon-40-pro-cm6,pc-fw
Tecno_Camon_40_Pro_CM6_MT6789_15.0.2.115SP01_OP001PF001AZ_270325_MXML.zip,Tecno Camon 40 Pro CM6,CM6,15.0.2.115SP01,OP001PF001AZ,MT6789,TECNO,9.15 GB,270325,https://naijarom.com/tecno-camon-40-pro-cm6,pc-fw
Tecno_Camon_40_Pro_CM6_MT6789_15.0.2.115SP06_OP001PF001AZ_220425_MXML.zip,Tecno Camon 40 Pro CM6,CM6,15.0.2.115SP06,OP001PF001AZ,MT6789,TECNO,9.15 GB,220425,https://naijarom.com/tecno-camon-40-pro-cm6,pc-fw
Tecno_Camon_40_Pro_CM6_MT6789_15.0.3.122SP15_OP001PF001AZ_290525_MXML.zip,Tecno Camon 40 Pro CM6,CM6,15.0.3.122SP15,OP001PF001AZ,MT6789,TECNO,9.25 GB,290525,https://naijarom.com/tecno-camon-40-pro-cm6,pc-fw
Tecno_Camon_40_Pro_CM6_MT6789_15.0.3.128_OP001PF001AZ_050625_MXML.zip,Tecno Camon 40 Pro CM6,CM6,15.0.3.128,OP001PF001AZ,MT6789,TECNO,9.27 GB,050625,https://naijarom.com/tecno-camon-40-pro-cm6,pc-fw
Tecno_Camon_40_Pro_CM6_MT6789_15.0.3.122SP05_OP001PF001AZ_Open_Market_070525_MXML.zip,Tecno Camon 40 Pro CM6,CM6,15.0.3.122SP05,SOURCE_UNSPECIFIED,MT6789,TECNO,9.25 GB,,https://naijarom.com/tecno-camon-40-pro-cm6,pc-fw
Tecno_Camon_40_Pro_CM6_MT6789_15.1.0.155SP03_OP001PF001AZ_040925_MXML.zip,Tecno Camon 40 Pro CM6,CM6,15.1.0.155SP03,OP001PF001AZ,MT6789,TECNO,9.35 GB,040925,https://naijarom.com/tecno-camon-40-pro-cm6,pc-fw
Tecno_Camon_40_Pro_CM6_MT6789_15.1.0.155SP03_RU001PF001AZ_040925_MXML.zip,Tecno Camon 40 Pro CM6,CM6,15.1.0.155SP03,RU001PF001AZ,MT6789,TECNO,8.57 GB,040925,https://naijarom.com/tecno-camon-40-pro-cm6,pc-fw
Tecno_Camon_40_Pro_CM6_MT6789_15.1.0.155SP05_OPPJ001PF001PJ_160925_MXML.zip,Tecno Camon 40 Pro CM6,CM6,15.1.0.155SP05,OPPJ001PF001PJ,MT6789,TECNO,9.36 GB,160925,https://naijarom.com/tecno-camon-40-pro-cm6,pc-fw
Tecno_Camon_40_Pro_CM6_MT6789_15.1.2.128_OP001PF001AZ_101025_MXML.zip,Tecno Camon 40 Pro CM6,CM6,15.1.2.128,OP001PF001AZ,MT6789,TECNO,9.62 GB,101025,https://naijarom.com/tecno-camon-40-pro-cm6,pc-fw
Tecno_Camon_40_Pro_CM6_MT6789_15.1.2.128_RU001PF001AZ_101025_MXML.zip,Tecno Camon 40 Pro CM6,CM6,15.1.2.128,RU001PF001AZ,MT6789,TECNO,8.69 GB,101025,https://naijarom.com/tecno-camon-40-pro-cm6,pc-fw
Tecno_Camon_40_Pro_CM6_MT6789_16.2.0.135SP22_OPPJ008PF001PJ_MXML.zip,Tecno Camon 40 Pro CM6,CM6,16.2.0.135SP22,SOURCE_UNSPECIFIED,MT6789,TECNO,10.39 GB,,https://naijarom.com/tecno-camon-40-pro-cm6,pc-fw
Tecno_Camon_40_Pro_CM6_MT6789_15.1.2.145SP10_OP001PF001AZ_260116_MXML.zip,Tecno Camon 40 Pro CM6,CM6,15.1.2.145SP10,OP001PF001AZ,MT6789,TECNO,9.57 GB,260116,https://naijarom.com/tecno-camon-40-pro-cm6,pc-fw
Tecno_Camon_40_Pro_CM6_MT6789_15.1.2.165SP05_OP001PF001AZ_260324_MXML.zip,Tecno Camon 40 Pro CM6,CM6,15.1.2.165SP05,OP001PF001AZ,MT6789,TECNO,9.63 GB,260324,https://naijarom.com/tecno-camon-40-pro-cm6,pc-fw
Tecno_Camon_40_Pro_CM6_MT6789_15.1.2.165SP05_OPPJ001PF001PJ_250326_MXML.zip,Tecno Camon 40 Pro CM6,CM6,15.1.2.165SP05,OPPJ001PF001PJ,MT6789,TECNO,9.64 GB,250326,https://naijarom.com/tecno-camon-40-pro-cm6,pc-fw
Tecno_Camon_40_Pro_CM6_MT6789_16.2.0.150SP11_OP004PF001AZ_MXML.zip,Tecno Camon 40 Pro CM6,CM6,16.2.0.150SP11,SOURCE_UNSPECIFIED,MT6789,TECNO,10.3 GB,,https://naijarom.com/tecno-camon-40-pro-cm6,pc-fw
Tecno_Camon_40_Pro_5G_CM7_MT6878_15.0.2.115SP11_OP001PF001AZ_210425_MXML.zip,Tecno Camon 40 Pro 5G CM7,CM7,15.0.2.115SP11,OP001PF001AZ,MT6878,TECNO,9.44 GB,210425,https://naijarom.com/tecno-camon-40-pro-5g-cm7,pc-fw
Tecno_Camon_40_Pro_5G_CM7_MT6878_15.0.3.128SP09_OP001PF001AZ_260625_MXML.zip,Tecno Camon 40 Pro 5G CM7,CM7,15.0.3.128SP09,OP001PF001AZ,MT6878,TECNO,9.53 GB,260625,https://naijarom.com/tecno-camon-40-pro-5g-cm7,pc-fw
Tecno_Camon_40_Pro_5G_CM7_MT6878_15.0.3.123SP10_OP001PF001AZ_Open_Market_280525_MXML.zip,Tecno Camon 40 Pro 5G CM7,CM7,15.0.3.123SP10,SOURCE_UNSPECIFIED,MT6878,TECNO,9.53 GB,,https://naijarom.com/tecno-camon-40-pro-5g-cm7,pc-fw
Tecno_Camon_40_Pro_5G_CM7_MT6878_15.1.0.153SP01_OP001PF001AZ_150825_MXML.zip,Tecno Camon 40 Pro 5G CM7,CM7,15.1.0.153SP01,OP001PF001AZ,MT6878,TECNO,9.35 GB,150825,https://naijarom.com/tecno-camon-40-pro-5g-cm7,pc-fw
Tecno_Camon_40_Pro_5G_CM7_MT6878_15.1.0.153SP03_RU001PF001AZ_030925.zip,Tecno Camon 40 Pro 5G CM7,CM7,15.1.0.153SP03,SOURCE_UNSPECIFIED,MT6878,TECNO,8.69 GB,,https://naijarom.com/tecno-camon-40-pro-5g-cm7,pc-fw
Tecno_Camon_40_Pro_5G_CM7_MT6878_15.1.0.153SP03_TR001PF001AZ_030925_MXML.zip,Tecno Camon 40 Pro 5G CM7,CM7,15.1.0.153SP03,TR001PF001AZ,MT6878,TECNO,8.85 GB,030925,https://naijarom.com/tecno-camon-40-pro-5g-cm7,pc-fw
Tecno_Camon_40_Pro_5G_CM7_MT6878_15.1.2.128SP01_TR001PF001AZ_101025_MXML.zip,Tecno Camon 40 Pro 5G CM7,CM7,15.1.2.128SP01,TR001PF001AZ,MT6878,TECNO,8.99 GB,101025,https://naijarom.com/tecno-camon-40-pro-5g-cm7,pc-fw
Tecno_Camon_40_Pro_5G_CM7_MT6878_15.1.2.128SP01_OP001PF001AZ_101025_MXML.zip,Tecno Camon 40 Pro 5G CM7,CM7,15.1.2.128SP01,OP001PF001AZ,MT6878,TECNO,9.71 GB,101025,https://naijarom.com/tecno-camon-40-pro-5g-cm7,pc-fw
Tecno_Camon_40_Pro_5G_CM7_MT6878_15.1.2.128SP01_RU001PF001AZ_101025_MXML.zip,Tecno Camon 40 Pro 5G CM7,CM7,15.1.2.128SP01,RU001PF001AZ,MT6878,TECNO,8.83 GB,101025,https://naijarom.com/tecno-camon-40-pro-5g-cm7,pc-fw
Tecno_Camon_40_Pro_5G_CM7_MT6878_16.2.0.135SP13_OP005PF001AZ_MXML.zip,Tecno Camon 40 Pro 5G CM7,CM7,16.2.0.135SP13,SOURCE_UNSPECIFIED,MT6878,TECNO,10.86 GB,,https://naijarom.com/tecno-camon-40-pro-5g-cm7,pc-fw
Tecno_Camon_40_Pro_5G_CM7_MT6878_16.2.0.135SP15_TR006PF001AZ_MXML.zip,Tecno Camon 40 Pro 5G CM7,CM7,16.2.0.135SP15,SOURCE_UNSPECIFIED,MT6878,TECNO,10.11 GB,,https://naijarom.com/tecno-camon-40-pro-5g-cm7,pc-fw
Tecno_Camon_40_Pro_5G_CM7_MT6878_16.2.0.135SP19_RU008PF001AZ_MXML.zip,Tecno Camon 40 Pro 5G CM7,CM7,16.2.0.135SP19,SOURCE_UNSPECIFIED,MT6878,TECNO,9.93 GB,,https://naijarom.com/tecno-camon-40-pro-5g-cm7,pc-fw
Tecno_Camon_40_Pro_5G_CM7_MT6878_15.1.2.145SP01_COCL001PF001AZ_251210_MXML.zip,Tecno Camon 40 Pro 5G CM7,CM7,15.1.2.145SP01,COCL001PF001AZ,MT6878,TECNO,8.86 GB,251210,https://naijarom.com/tecno-camon-40-pro-5g-cm7,pc-fw
Tecno_Camon_40_Pro_5G_CM7_MT6878_16.2.0.145SP05_OP003PF001AZ_MXML.zip,Tecno Camon 40 Pro 5G CM7,CM7,16.2.0.145SP05,SOURCE_UNSPECIFIED,MT6878,TECNO,10.82 GB,,https://naijarom.com/tecno-camon-40-pro-5g-cm7,pc-fw
Tecno_Camon_40_Pro_5G_CM7_MT6878_15.1.2.165SP05_OP001PF001AZ_200326_MXML.zip,Tecno Camon 40 Pro 5G CM7,CM7,15.1.2.165SP05,OP001PF001AZ,MT6878,TECNO,9.78 GB,200326,https://naijarom.com/tecno-camon-40-pro-5g-cm7,pc-fw
Tecno_Camon_40_Pro_5G_CM7_MT6878_15.1.2.165SP05_TR001PF001AZ_260320_MXML.zip,Tecno Camon 40 Pro 5G CM7,CM7,15.1.2.165SP05,TR001PF001AZ,MT6878,TECNO,9.01 GB,260320,https://naijarom.com/tecno-camon-40-pro-5g-cm7,pc-fw
Tecno_Camon_40_Pro_5G_CM7_MT6878_15.1.2.165SP05_COCL001PF001AZ_200326_MXML.zip,Tecno Camon 40 Pro 5G CM7,CM7,15.1.2.165SP05,COCL001PF001AZ,MT6878,TECNO,8.85 GB,200326,https://naijarom.com/tecno-camon-40-pro-5g-cm7,pc-fw
Tecno_Camon_40_Pro_5G_CM7_MT6878_15.0.2.109SP08_OP001PF001AZ_250312_MXML.zip,Tecno Camon 40 Pro 5G CM7,CM7,15.0.2.109SP08,OP001PF001AZ,MT6878,TECNO,9.4 GB,250312,https://naijarom.com/tecno-camon-40-pro-5g-cm7,pc-fw
Tecno_Camon_40_Pro_5G_CM7_MT6878_15.1.2.180SP05_COCL001PF001AZ_260618_MXML.zip,Tecno Camon 40 Pro 5G CM7,CM7,15.1.2.180SP05,COCL001PF001AZ,MT6878,TECNO,8.85 GB,260618,https://naijarom.com/tecno-camon-40-pro-5g-cm7,pc-fw
Tecno_Camon_40_Pro_5G_CM7_MT6878_16.2.0.150SP09_OP004PF001AZ_MXML.zip,Tecno Camon 40 Pro 5G CM7,CM7,16.2.0.150SP09,SOURCE_UNSPECIFIED,MT6878,TECNO,10.74 GB,,https://naijarom.com/tecno-camon-40-pro-5g-cm7,pc-fw
Tecno_Camon_50_Pro_CN5C_MT6789_16.1.0.110SP23_OP001PF001AZ_010126_MXML.zip,Tecno Camon 50 Pro CN5C,CN5C,16.1.0.110SP23,OP001PF001AZ,MT6789,TECNO,11.72 GB,010126,https://naijarom.com/tecno-camon-50-pro-cn5c,pc-fw
Tecno_Camon_50_Pro_CN5C_MT6789_16.1.0.150SP09_OP001PF001AZ_010126_MXML.zip,Tecno Camon 50 Pro CN5C,CN5C,16.1.0.150SP09,OP001PF001AZ,MT6789,TECNO,11.82 GB,010126,https://naijarom.com/tecno-camon-50-pro-cn5c,pc-fw
Tecno_Camon_50_Pro_CN5C_MT6789_16.2.0.150SP07_OP004PF001AZ_MXML.zip,Tecno Camon 50 Pro CN5C,CN5C,16.2.0.150SP07,SOURCE_UNSPECIFIED,MT6789,TECNO,11.86 GB,,https://naijarom.com/tecno-camon-50-pro-cn5c,pc-fw
Tecno_Camon_50_Pro_CN5C_MT6789_16.1.0.160SP10_OPPJ005PF001PJ_MXML.zip,Tecno Camon 50 Pro CN5C,CN5C,16.1.0.160SP10,SOURCE_UNSPECIFIED,MT6789,TECNO,11.90 GB,,https://naijarom.com/tecno-camon-50-pro-cn5c,pc-fw
Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.1.0.142SP10_COCL001PF001AZ_010126_MXML.zip,Tecno Camon 50 Pro 5G CN7C,CN7C,16.1.0.142SP10,COCL001PF001AZ,MT6878,TECNO,11.48 GB,010126,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,pc-fw
Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.2.0.140SP11_OPPJ006PF001PJ_MXML.zip,Tecno Camon 50 Pro 5G CN7C,CN7C,16.2.0.140SP11,SOURCE_UNSPECIFIED,MT6878,TECNO,12.29 GB,,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,pc-fw
Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.2.0.145SP05_OP005PF001M1_MXML.zip,Tecno Camon 50 Pro 5G CN7C,CN7C,16.2.0.145SP05,SOURCE_UNSPECIFIED,MT6878,TECNO,12.36 GB,,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,pc-fw
Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.2.0.145SP05_OPPJ005PF001PJ_010126_MXML.zip,Tecno Camon 50 Pro 5G CN7C,CN7C,16.2.0.145SP05,OPPJ005PF001PJ,MT6878,TECNO,12.37 GB,010126,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,pc-fw
Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.2.0.150SP04_IN005PF001AZ_MXML.zip,Tecno Camon 50 Pro 5G CN7C,CN7C,16.2.0.150SP04,SOURCE_UNSPECIFIED,MT6878,TECNO,11.46 GB,,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,pc-fw
Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.1.0.135SP11_TR001PF001AZ_MXML.zip,Tecno Camon 50 Pro 5G CN7C,CN7C,16.1.0.135SP11,SOURCE_UNSPECIFIED,MT6878,TECNO,11.50 GB,,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,pc-fw
Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.2.0.140SP13_TR007PF001AZ_MXML.zip,Tecno Camon 50 Pro 5G CN7C,CN7C,16.2.0.140SP13,SOURCE_UNSPECIFIED,MT6878,TECNO,11.41 GB,,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,pc-fw
Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.2.0.145SP12_OP006PF001AZ_MXML.zip,Tecno Camon 50 Pro 5G CN7C,CN7C,16.2.0.145SP12,SOURCE_UNSPECIFIED,MT6878,TECNO,12.36 GB,,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,pc-fw
Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.1.0.150SP14_RU004PF001AZ_MXML.zip,Tecno Camon 50 Pro 5G CN7C,CN7C,16.1.0.150SP14,SOURCE_UNSPECIFIED,MT6878,TECNO,11.27 GB,,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,pc-fw
Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.2.0.150SP13_OP006PF001AZ_MXML.zip,Tecno Camon 50 Pro 5G CN7C,CN7C,16.2.0.150SP13,SOURCE_UNSPECIFIED,MT6878,TECNO,12.30 GB,,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,pc-fw
Tecno_Camon_50_Pro_5G_CN7C_MT6878_16.1.0.160SP13_OP007PF001AZ_MXML.zip,Tecno Camon 50 Pro 5G CN7C,CN7C,16.1.0.160SP13,SOURCE_UNSPECIFIED,MT6878,TECNO,12.36 GB,,https://naijarom.com/tecno-camon-50-pro-5g-cn7c,pc-fw
Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.1.0.150SP09_OPPJ001PF001PJ_010126_MXML.zip,Tecno Camon 50 Ultra 5G CN7C,CN7C,16.1.0.150SP09,OPPJ001PF001PJ,MT6878,TECNO,12.34 GB,010126,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,pc-fw
Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.2.0.140SP11_OPPJ006PF001PJ_MXML.zip,Tecno Camon 50 Ultra 5G CN7C,CN7C,16.2.0.140SP11,SOURCE_UNSPECIFIED,MT6878,TECNO,12.29 GB,,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,pc-fw
Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.2.0.145SP05_OP005PF001M1_MXML.zip,Tecno Camon 50 Ultra 5G CN7C,CN7C,16.2.0.145SP05,SOURCE_UNSPECIFIED,MT6878,TECNO,12.36 GB,,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,pc-fw
Tecno_Camon_50_Ultra_5G_CN7C_MT6878_16.1.0.150SP14_OP004PF001AZ_010126_MXML.zip,Tecno Camon 50 Ultra 5G CN7C,CN7C,16.1.0.150SP14,OP004PF001AZ,MT6878,TECNO,12.34 GB,010126,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,pc-fw
Tecno_Camon_50_Ultra_5G_CN7c_MT6878_16.2.0.140SP06_OP005PF001AZ_260430_MXML.zip,Tecno Camon 50 Ultra 5G CN7C,CN7c,16.2.0.140SP06,OP005PF001AZ,MT6878,TECNO,12.29 GB,260430,https://naijarom.com/tecno-camon-50-ultra-5g-cn7c,pc-fw
